Core1,InstFU1,InstCac1,BranTB1,BranPre1,GlobPre1,L1LoclPre1,L2LoclPre1,Chsr1,RAS1,InstBuff1,InstDcdr1,RnameU1,IntFERAT1,FPFERAT1,FreeLst1,FPFreeLst1,LdStrU1,DataC1,StrQ1,MemManU1,Itlb1,Dtlb1,ExeU1,RegFls1,IntRF1,FPRF1,InstSched1,InstWin1,FPInstWin1,IntALUs1,FPUs1,CplxALUs1,ResBrdBus1
0.195634,0.150104,0,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.069819,0.0735125,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0117488,0,0.00949776,0.00271072,0,0,0,0.0132599,0.0146023,0.000901506,0,0,0,0.0116646,0,0,0,
0.166037,0.132188,0,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.002251,0,0,0.00271072,0,0,0,0.0110772,0.0124196,0.000901506,0,0,0,0.0116646,0,0,0,
0.196976,0.150104,0,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.069819,0.0735125,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0117488,0,0.00949776,0.00271072,0,0,0,0.0146023,0.0159447,0.000901506,0,0,0,0.0116646,0,0,0,
0.163855,0.132188,0,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.002251,0,0,0.00271072,0,0,0,0.00889453,0.0102369,0.000901506,0,0,0,0.0116646,0,0,0,
0.196976,0.150104,0,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.069819,0.0735125,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0117488,0,0.00949776,0.00271072,0,0,0,0.0146023,0.0159447,0.000901506,0,0,0,0.0116646,0,0,0,
0.143285,0.118191,0,0,0.0078393,0.00371249,0.000236969,0.000177362,0.00371249,0,0.0523642,0.0551343,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.002251,0,0,0.00271072,0,0,0,0.0062098,0.00755216,0.000901506,0,0,0,0.00777641,0,0,0,
0.196976,0.150104,0,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.069819,0.0735125,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0117488,0,0.00949776,0.00271072,0,0,0,0.0146023,0.0159447,0.000901506,0,0,0,0.0116646,0,0,0,
0.166422,0.1366,0,0,0.00833153,0.00371249,0.000236969,0.000177362,0.00371249,0.000492225,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.002251,0,0,0.00271072,0,0,0,0.00705012,0.00839249,0.000901506,0,0,0,0.0116646,0,0,0,
0.223639,0.168513,0,0,0.00441188,0.00185624,0.000118484,8.86808e-05,0.00185624,0.000492225,0.0785463,0.0827015,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0117488,0,0.00949776,0.00271072,0,0,0,0.0189677,0.02031,0.000901506,0,0,0,0.0155528,0,0,0,
0.219523,0.168021,0,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0785463,0.0827015,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0212465,0,0.0189955,0.00271072,0,0,0,0.00973486,0.0110772,0.000901506,0,0,0,0.0116646,0,0,0,
0.169994,0.141012,0,0,0.0127434,0.00556873,0.000355453,0.000266042,0.00556873,0.000984451,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.002251,0,0,0.00271072,0,0,0,0.0062098,0.00755216,0.000901506,0,0,0,0.0116646,0,0,0,
0.163352,0.132188,0,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.002251,0,0,0.00271072,0,0,0,0.00839249,0.00973486,0.000901506,0,0,0,0.0116646,0,0,0,
0.185603,0.146185,0,0,0,0,0,0,0,0,0.069819,0.0735125,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.002251,0,0,0.00271072,0,0,0,0.0127579,0.0141002,0.000901506,0,0,0,0.0155528,0,0,0,
0.196388,0.150597,0,0,0.00441188,0.00185624,0.000118484,8.86808e-05,0.00185624,0.000492225,0.069819,0.0735125,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.002251,0,0,0.00271072,0,0,0,0.0191314,0.0204738,0.000901506,0,0,0,0.0155528,0,0,0,
0.16201,0.132188,0,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.002251,0,0,0.00271072,0,0,0,0.00705012,0.00839249,0.000901506,0,0,0,0.0116646,0,0,0,
0.191404,0.155009,0,0,0.00882375,0.00371249,0.000236969,0.000177362,0.00371249,0.000984451,0.069819,0.0735125,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.002251,0,0,0.00271072,0,0,0,0.00973486,0.0110772,0.000901506,0,0,0,0.0155528,0,0,0,
0.240405,0.164101,0,0,0,0,0,0,0,0,0.0785463,0.0827015,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0307443,0,0.0284933,0.00271072,0,0,0,0.0211504,0.0224927,0.000901506,0,0,0,0.0155528,0,0,0,
0.18963,0.146185,0,0,0,0,0,0,0,0,0.069819,0.0735125,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.002251,0,0,0.00271072,0,0,0,0.016785,0.0181273,0.000901506,0,0,0,0.0155528,0,0,0,
0.245462,0.182018,0,0,0,0,0,0,0,0,0.0872737,0.0918906,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0212465,0,0.0189955,0.00271072,0,0,0,0.0177891,0.0191314,0.000901506,0,0,0,0.0155528,0,0,0,
0.192611,0.150104,0,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.069819,0.0735125,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0117488,0,0.00949776,0.00271072,0,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0116646,0,0,0,
0.194292,0.150104,0,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.069819,0.0735125,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0117488,0,0.00949776,0.00271072,0,0,0,0.0119176,0.0132599,0.000901506,0,0,0,0.0116646,0,0,0,
0.242276,0.182018,0,0,0,0,0,0,0,0,0.0872737,0.0918906,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0212465,0,0.0189955,0.00271072,0,0,0,0.0146023,0.0159447,0.000901506,0,0,0,0.0155528,0,0,0,
0.17201,0.132188,0,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0117488,0,0.00949776,0.00271072,0,0,0,0.00755216,0.00889453,0.000901506,0,0,0,0.0116646,0,0,0,
0.195634,0.150104,0,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.069819,0.0735125,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0117488,0,0.00949776,0.00271072,0,0,0,0.0132599,0.0146023,0.000901506,0,0,0,0.0116646,0,0,0,
0.183082,0.146185,0,0,0,0,0,0,0,0,0.069819,0.0735125,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.002251,0,0,0.00271072,0,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0155528,0,0,0,
0.226204,0.164101,0,0,0,0,0,0,0,0,0.0785463,0.0827015,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0212465,0,0.0189955,0.00271072,0,0,0,0.0164467,0.0177891,0.000901506,0,0,0,0.0155528,0,0,0,
0.193451,0.150104,0,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.069819,0.0735125,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0117488,0,0.00949776,0.00271072,0,0,0,0.0110772,0.0124196,0.000901506,0,0,0,0.0116646,0,0,0,
0.214523,0.164101,0,0,0,0,0,0,0,0,0.0785463,0.0827015,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0117488,0,0.00949776,0.00271072,0,0,0,0.014264,0.0156064,0.000901506,0,0,0,0.0155528,0,0,0,
0.175535,0.132188,0,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0117488,0,0.00949776,0.00271072,0,0,0,0.0110772,0.0124196,0.000901506,0,0,0,0.0116646,0,0,0,
0.216204,0.164101,0,0,0,0,0,0,0,0,0.0785463,0.0827015,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0117488,0,0.00949776,0.00271072,0,0,0,0.0159447,0.017287,0.000901506,0,0,0,0.0155528,0,0,0,
0.21234,0.164101,0,0,0,0,0,0,0,0,0.0785463,0.0827015,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0117488,0,0.00949776,0.00271072,0,0,0,0.0120813,0.0134237,0.000901506,0,0,0,0.0155528,0,0,0,
0.206474,0.150104,0,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.069819,0.0735125,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0212465,0,0.0189955,0.00271072,0,0,0,0.0146023,0.0159447,0.000901506,0,0,0,0.0116646,0,0,0,
0.183922,0.146185,0,0,0,0,0,0,0,0,0.069819,0.0735125,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.002251,0,0,0.00271072,0,0,0,0.0110772,0.0124196,0.000901506,0,0,0,0.0155528,0,0,0,
0.225363,0.164101,0,0,0,0,0,0,0,0,0.0785463,0.0827015,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0212465,0,0.0189955,0.00271072,0,0,0,0.0156064,0.0169487,0.000901506,0,0,0,0.0155528,0,0,0,
0.195634,0.150104,0,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.069819,0.0735125,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0117488,0,0.00949776,0.00271072,0,0,0,0.0132599,0.0146023,0.000901506,0,0,0,0.0116646,0,0,0,
0.183082,0.146185,0,0,0,0,0,0,0,0,0.069819,0.0735125,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.002251,0,0,0.00271072,0,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0155528,0,0,0,
0.226204,0.164101,0,0,0,0,0,0,0,0,0.0785463,0.0827015,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0212465,0,0.0189955,0.00271072,0,0,0,0.0164467,0.0177891,0.000901506,0,0,0,0.0155528,0,0,0,
0.193451,0.150104,0,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.069819,0.0735125,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0117488,0,0.00949776,0.00271072,0,0,0,0.0110772,0.0124196,0.000901506,0,0,0,0.0116646,0,0,0,
0.214523,0.164101,0,0,0,0,0,0,0,0,0.0785463,0.0827015,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0117488,0,0.00949776,0.00271072,0,0,0,0.014264,0.0156064,0.000901506,0,0,0,0.0155528,0,0,0,
0.175535,0.132188,0,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0117488,0,0.00949776,0.00271072,0,0,0,0.0110772,0.0124196,0.000901506,0,0,0,0.0116646,0,0,0,
0.216204,0.164101,0,0,0,0,0,0,0,0,0.0785463,0.0827015,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0117488,0,0.00949776,0.00271072,0,0,0,0.0159447,0.017287,0.000901506,0,0,0,0.0155528,0,0,0,
0.21234,0.164101,0,0,0,0,0,0,0,0,0.0785463,0.0827015,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0117488,0,0.00949776,0.00271072,0,0,0,0.0120813,0.0134237,0.000901506,0,0,0,0.0155528,0,0,0,
0.206474,0.150104,0,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.069819,0.0735125,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0212465,0,0.0189955,0.00271072,0,0,0,0.0146023,0.0159447,0.000901506,0,0,0,0.0116646,0,0,0,
0.183922,0.146185,0,0,0,0,0,0,0,0,0.069819,0.0735125,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.002251,0,0,0.00271072,0,0,0,0.0110772,0.0124196,0.000901506,0,0,0,0.0155528,0,0,0,
0.225363,0.164101,0,0,0,0,0,0,0,0,0.0785463,0.0827015,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0212465,0,0.0189955,0.00271072,0,0,0,0.0156064,0.0169487,0.000901506,0,0,0,0.0155528,0,0,0,
0.195634,0.150104,0,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.069819,0.0735125,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0117488,0,0.00949776,0.00271072,0,0,0,0.0132599,0.0146023,0.000901506,0,0,0,0.0116646,0,0,0,
0.183082,0.146185,0,0,0,0,0,0,0,0,0.069819,0.0735125,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.002251,0,0,0.00271072,0,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0155528,0,0,0,
0.226204,0.164101,0,0,0,0,0,0,0,0,0.0785463,0.0827015,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0212465,0,0.0189955,0.00271072,0,0,0,0.0164467,0.0177891,0.000901506,0,0,0,0.0155528,0,0,0,
0.193451,0.150104,0,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.069819,0.0735125,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0117488,0,0.00949776,0.00271072,0,0,0,0.0110772,0.0124196,0.000901506,0,0,0,0.0116646,0,0,0,
0.214523,0.164101,0,0,0,0,0,0,0,0,0.0785463,0.0827015,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0117488,0,0.00949776,0.00271072,0,0,0,0.014264,0.0156064,0.000901506,0,0,0,0.0155528,0,0,0,
0.175535,0.132188,0,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0117488,0,0.00949776,0.00271072,0,0,0,0.0110772,0.0124196,0.000901506,0,0,0,0.0116646,0,0,0,
0.216204,0.164101,0,0,0,0,0,0,0,0,0.0785463,0.0827015,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0117488,0,0.00949776,0.00271072,0,0,0,0.0159447,0.017287,0.000901506,0,0,0,0.0155528,0,0,0,
0.21234,0.164101,0,0,0,0,0,0,0,0,0.0785463,0.0827015,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0117488,0,0.00949776,0.00271072,0,0,0,0.0120813,0.0134237,0.000901506,0,0,0,0.0155528,0,0,0,
0.206474,0.150104,0,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.069819,0.0735125,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0212465,0,0.0189955,0.00271072,0,0,0,0.0146023,0.0159447,0.000901506,0,0,0,0.0116646,0,0,0,
0.183922,0.146185,0,0,0,0,0,0,0,0,0.069819,0.0735125,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.002251,0,0,0.00271072,0,0,0,0.0110772,0.0124196,0.000901506,0,0,0,0.0155528,0,0,0,
0.225363,0.164101,0,0,0,0,0,0,0,0,0.0785463,0.0827015,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0212465,0,0.0189955,0.00271072,0,0,0,0.0156064,0.0169487,0.000901506,0,0,0,0.0155528,0,0,0,
0.195634,0.150104,0,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.069819,0.0735125,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0117488,0,0.00949776,0.00271072,0,0,0,0.0132599,0.0146023,0.000901506,0,0,0,0.0116646,0,0,0,
0.183082,0.146185,0,0,0,0,0,0,0,0,0.069819,0.0735125,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.002251,0,0,0.00271072,0,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0155528,0,0,0,
0.226204,0.164101,0,0,0,0,0,0,0,0,0.0785463,0.0827015,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0212465,0,0.0189955,0.00271072,0,0,0,0.0164467,0.0177891,0.000901506,0,0,0,0.0155528,0,0,0,
0.193451,0.150104,0,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.069819,0.0735125,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0117488,0,0.00949776,0.00271072,0,0,0,0.0110772,0.0124196,0.000901506,0,0,0,0.0116646,0,0,0,
0.214523,0.164101,0,0,0,0,0,0,0,0,0.0785463,0.0827015,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0117488,0,0.00949776,0.00271072,0,0,0,0.014264,0.0156064,0.000901506,0,0,0,0.0155528,0,0,0,
0.175535,0.132188,0,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0117488,0,0.00949776,0.00271072,0,0,0,0.0110772,0.0124196,0.000901506,0,0,0,0.0116646,0,0,0,
0.216204,0.164101,0,0,0,0,0,0,0,0,0.0785463,0.0827015,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0117488,0,0.00949776,0.00271072,0,0,0,0.0159447,0.017287,0.000901506,0,0,0,0.0155528,0,0,0,
0.21234,0.164101,0,0,0,0,0,0,0,0,0.0785463,0.0827015,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0117488,0,0.00949776,0.00271072,0,0,0,0.0120813,0.0134237,0.000901506,0,0,0,0.0155528,0,0,0,
0.206474,0.150104,0,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.069819,0.0735125,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0212465,0,0.0189955,0.00271072,0,0,0,0.0146023,0.0159447,0.000901506,0,0,0,0.0116646,0,0,0,
0.183922,0.146185,0,0,0,0,0,0,0,0,0.069819,0.0735125,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.002251,0,0,0.00271072,0,0,0,0.0110772,0.0124196,0.000901506,0,0,0,0.0155528,0,0,0,
0.225363,0.164101,0,0,0,0,0,0,0,0,0.0785463,0.0827015,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0212465,0,0.0189955,0.00271072,0,0,0,0.0156064,0.0169487,0.000901506,0,0,0,0.0155528,0,0,0,
0.195634,0.150104,0,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.069819,0.0735125,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0117488,0,0.00949776,0.00271072,0,0,0,0.0132599,0.0146023,0.000901506,0,0,0,0.0116646,0,0,0,
0.183082,0.146185,0,0,0,0,0,0,0,0,0.069819,0.0735125,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.002251,0,0,0.00271072,0,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0155528,0,0,0,
0.226204,0.164101,0,0,0,0,0,0,0,0,0.0785463,0.0827015,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0212465,0,0.0189955,0.00271072,0,0,0,0.0164467,0.0177891,0.000901506,0,0,0,0.0155528,0,0,0,
0.193451,0.150104,0,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.069819,0.0735125,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0117488,0,0.00949776,0.00271072,0,0,0,0.0110772,0.0124196,0.000901506,0,0,0,0.0116646,0,0,0,
0.214523,0.164101,0,0,0,0,0,0,0,0,0.0785463,0.0827015,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0117488,0,0.00949776,0.00271072,0,0,0,0.014264,0.0156064,0.000901506,0,0,0,0.0155528,0,0,0,
0.175535,0.132188,0,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0117488,0,0.00949776,0.00271072,0,0,0,0.0110772,0.0124196,0.000901506,0,0,0,0.0116646,0,0,0,
0.216204,0.164101,0,0,0,0,0,0,0,0,0.0785463,0.0827015,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0117488,0,0.00949776,0.00271072,0,0,0,0.0159447,0.017287,0.000901506,0,0,0,0.0155528,0,0,0,
0.21234,0.164101,0,0,0,0,0,0,0,0,0.0785463,0.0827015,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0117488,0,0.00949776,0.00271072,0,0,0,0.0120813,0.0134237,0.000901506,0,0,0,0.0155528,0,0,0,
0.206474,0.150104,0,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.069819,0.0735125,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0212465,0,0.0189955,0.00271072,0,0,0,0.0146023,0.0159447,0.000901506,0,0,0,0.0116646,0,0,0,
0.183922,0.146185,0,0,0,0,0,0,0,0,0.069819,0.0735125,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.002251,0,0,0.00271072,0,0,0,0.0110772,0.0124196,0.000901506,0,0,0,0.0155528,0,0,0,
0.225363,0.164101,0,0,0,0,0,0,0,0,0.0785463,0.0827015,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0212465,0,0.0189955,0.00271072,0,0,0,0.0156064,0.0169487,0.000901506,0,0,0,0.0155528,0,0,0,
0.195634,0.150104,0,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.069819,0.0735125,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0117488,0,0.00949776,0.00271072,0,0,0,0.0132599,0.0146023,0.000901506,0,0,0,0.0116646,0,0,0,
0.183082,0.146185,0,0,0,0,0,0,0,0,0.069819,0.0735125,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.002251,0,0,0.00271072,0,0,0,0.0102369,0.0115793,0.000901506,0,0,0,0.0155528,0,0,0,
0.226204,0.164101,0,0,0,0,0,0,0,0,0.0785463,0.0827015,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0212465,0,0.0189955,0.00271072,0,0,0,0.0164467,0.0177891,0.000901506,0,0,0,0.0155528,0,0,0,
0.193451,0.150104,0,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.069819,0.0735125,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0117488,0,0.00949776,0.00271072,0,0,0,0.0110772,0.0124196,0.000901506,0,0,0,0.0116646,0,0,0,
0.214523,0.164101,0,0,0,0,0,0,0,0,0.0785463,0.0827015,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0117488,0,0.00949776,0.00271072,0,0,0,0.014264,0.0156064,0.000901506,0,0,0,0.0155528,0,0,0,
0.175535,0.132188,0,0,0.00391965,0.00185624,0.000118484,8.86808e-05,0.00185624,0,0.0610916,0.0643234,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0117488,0,0.00949776,0.00271072,0,0,0,0.0110772,0.0124196,0.000901506,0,0,0,0.0116646,0,0,0,
0.216204,0.164101,0,0,0,0,0,0,0,0,0.0785463,0.0827015,0.0037361,0.000175557,9.39692e-05,0.000185703,0.000110438,0.0117488,0,0.00949776,0.00271072,0,0,0,0.0159447,0.017287,0.000901506,0,0,0,0.0155528,0,0,0,
